Time,Inj Gas Meter Volume Instantaneous,Inj Gas Meter Volume Setpoint,Inj Gas Valve Percent Open
10/30/2024 7:26:00 am,1846.6875,1800.0,
10/30/2024 7:28:00 am,1851.7875,1800.0,
10/30/2024 7:32:00 am,1837.92,1800.0,42.74531
10/30/2024 7:36:00 am,1835.397,1800.0,
10/30/2024 7:38:00 am,1768.491,1800.0,42.08155
10/30/2024 7:40:00 am,1758.8685,1800.0,42.77792
10/30/2024 7:44:00 am,1752.9030000000002,1800.0,
10/30/2024 7:48:00 am,1731.0749999999998,1800.0,44.24355
10/30/2024 7:50:00 am,1797.558,1800.0,48.44672
10/30/2024 7:54:00 am,1818.8955,1800.0,
10/30/2024 7:56:00 am,1815.3675,1800.0,
10/30/2024 7:58:00 am,1814.337,1800.0,48.44672
10/30/2024 8:02:00 am,1816.638,1800.0,48.44672
10/30/2024 8:06:00 am,1825.578,1800.0,
10/30/2024 8:08:00 am,1802.346,1800.0,
10/30/2024 8:12:00 am,1805.289,1800.0,
10/30/2024 8:14:00 am,1813.6245,1800.0,
10/30/2024 8:16:00 am,1823.634,1800.0,
10/30/2024 8:20:00 am,1812.2595,1800.0,
10/30/2024 8:22:00 am,1820.7,1800.0,
10/30/2024 8:26:00 am,1810.869,1800.0,
10/30/2024 8:28:00 am,1808.3685,1800.0,
10/30/2024 8:30:00 am,1821.2325,1800.0,
10/30/2024 8:36:00 am,1796.3505,1800.0,
10/30/2024 8:38:00 am,1821.2985,1800.0,
10/30/2024 8:40:00 am,1828.995,1800.0,
10/30/2024 8:44:00 am,1815.648,1800.0,
10/30/2024 8:46:00 am,1820.6445,1800.0,
10/30/2024 8:48:00 am,1818.4095,1800.0,
10/30/2024 8:50:00 am,1813.3485,1800.0,
10/30/2024 8:52:00 am,1825.4085,1800.0,
10/30/2024 8:56:00 am,1819.4985,1800.0,
10/30/2024 9:00:00 am,1826.3505,1800.0,48.44672
10/30/2024 9:04:00 am,1825.491,1800.0,
10/30/2024 9:08:00 am,1819.233,1800.0,48.44672
10/30/2024 9:10:00 am,1805.0955,1800.0,
10/30/2024 9:14:00 am,1805.0295,1800.0,
10/30/2024 9:16:00 am,1820.541,1800.0,
10/30/2024 9:18:00 am,1826.283,1800.0,
10/30/2024 9:24:00 am,1815.4365,1800.0,
10/30/2024 9:26:00 am,1819.677,1800.0,
10/30/2024 9:28:00 am,1811.061,1800.0,
10/30/2024 9:32:00 am,1797.777,1800.0,
10/30/2024 9:34:00 am,1825.0515,1800.0,
10/30/2024 9:38:00 am,1792.6455,1800.0,
10/30/2024 9:42:00 am,1797.6015000000002,1800.0,
10/30/2024 9:44:00 am,1795.2075,1800.0,
10/30/2024 9:48:00 am,1818.7290000000005,1800.0,
10/30/2024 9:50:00 am,1812.546,1800.0,
10/30/2024 9:52:00 am,1798.5614999999998,1800.0,
10/30/2024 9:56:00 am,1791.909,1800.0,
10/30/2024 9:58:00 am,1791.7695,1800.0,48.44672
10/30/2024 10:00:00 am,1791.2835,1800.0,
10/30/2024 10:04:00 am,1777.815,1800.0,48.44672
10/30/2024 10:06:00 am,1759.953,1800.0,
10/30/2024 10:12:00 am,1783.0320000000002,1800.0,
10/30/2024 10:14:00 am,1788.7125,1800.0,
10/30/2024 10:16:00 am,1784.0625,1800.0,
10/30/2024 10:18:00 am,1787.727,1800.0,
10/30/2024 10:20:00 am,1803.6885,1800.0,
10/30/2024 10:22:00 am,1764.4605,1800.0,
10/30/2024 10:24:00 am,1781.7255,1800.0,
10/30/2024 10:28:00 am,1791.4185,1800.0,
10/30/2024 10:30:00 am,1783.0815,1800.0,
10/30/2024 10:36:00 am,1781.2859999999998,1800.0,
10/30/2024 10:38:00 am,1786.215,1800.0,
10/30/2024 10:42:00 am,1769.3579999999995,1800.0,
10/30/2024 10:44:00 am,1776.3540000000005,1800.0,
10/30/2024 10:46:00 am,1771.0635000000002,1800.0,
10/30/2024 10:48:00 am,1765.917,1800.0,
10/30/2024 10:50:00 am,1802.601,1800.0,
10/30/2024 10:54:00 am,1787.2605,1800.0,
10/30/2024 10:58:00 am,1789.8195,1800.0,48.44672
10/30/2024 11:02:00 am,1808.3115,1800.0,48.44672
10/30/2024 11:06:00 am,1767.6974999999998,1800.0,
10/30/2024 11:08:00 am,1791.9165000000005,1800.0,
10/30/2024 11:10:00 am,1787.235,1800.0,
10/30/2024 11:12:00 am,1787.8049999999998,1800.0,
10/30/2024 11:16:00 am,1794.987,1800.0,
10/30/2024 11:18:00 am,1771.656,1800.0,
10/30/2024 11:24:00 am,1784.1405,1800.0,
10/30/2024 11:26:00 am,1759.9679999999998,1800.0,
10/30/2024 11:28:00 am,1788.5880000000002,1800.0,
10/30/2024 11:30:00 am,1757.7405,1800.0,
10/30/2024 11:34:00 am,1778.2020000000002,1800.0,
10/30/2024 11:38:00 am,1796.397,1800.0,
10/30/2024 11:40:00 am,1790.9474999999998,1800.0,
10/30/2024 11:46:00 am,1767.7979999999998,1800.0,
10/30/2024 11:48:00 am,1766.3745,1800.0,
10/30/2024 11:50:00 am,1765.8390000000002,1800.0,
10/30/2024 11:52:00 am,1769.85,1800.0,
