Time,Inj Gas Meter Volume Instantaneous,Inj Gas Meter Volume Setpoint,Inj Gas Valve Percent Open
10/24/2024 12:02:00 am,1194.800625,1200.0,36.861895
10/24/2024 12:04:00 am,1199.5653,1200.0,37.90242
10/24/2024 12:06:00 am,,1200.0,
10/24/2024 12:08:00 am,1193.5205999999998,1200.0,39.70821
10/24/2024 12:10:00 am,1204.11075,1200.0,38.29466
10/24/2024 12:12:00 am,1201.11375,1200.0,37.43541
10/24/2024 12:16:00 am,1196.1282,1200.0,37.63421
10/24/2024 12:18:00 am,1209.1386,1200.0,38.900965
10/24/2024 12:20:00 am,1166.25975,1200.0,36.53151
10/24/2024 12:22:00 am,1227.93885,1200.0,38.05413
10/24/2024 12:24:00 am,1173.02475,1200.0,36.01077
10/24/2024 12:26:00 am,1200.3819,1200.0,40.13501
10/24/2024 12:28:00 am,1204.4209500000002,1200.0,39.71023
10/24/2024 12:30:00 am,1208.4132,1200.0,38.40463
10/24/2024 12:32:00 am,1208.9187,1200.0,36.65652
10/24/2024 12:34:00 am,1205.46405,1200.0,35.59479
10/24/2024 12:36:00 am,1194.9285,1200.0,35.555865
10/24/2024 12:40:00 am,1194.35445,1200.0,37.05867
10/24/2024 12:42:00 am,1193.1855,1200.0,38.36658
10/24/2024 12:44:00 am,1189.7502,1200.0,40.034
10/24/2024 12:46:00 am,1224.6372,1200.0,35.86964
10/24/2024 12:48:00 am,1202.8062,1200.0,38.237015
10/24/2024 12:50:00 am,1183.7403,1200.0,36.72916
10/24/2024 12:52:00 am,1186.8724499999998,1200.0,39.10376
10/24/2024 12:54:00 am,1206.98445,1200.0,39.14215
10/24/2024 12:56:00 am,1207.44075,1200.0,37.143
10/24/2024 12:58:00 am,1210.33155,1200.0,35.02798
10/24/2024 1:00:00 am,1188.786,1200.0,36.21732
10/24/2024 1:04:00 am,1186.5709499999998,1200.0,38.17124
10/24/2024 1:06:00 am,1204.355775,1200.0,39.40019
10/24/2024 1:08:00 am,1201.3779,1200.0,38.39149
10/24/2024 1:10:00 am,1201.1526,1200.0,37.64333
10/24/2024 1:12:00 am,1191.85515,1200.0,38.077
10/24/2024 1:14:00 am,1210.204275,1200.0,37.87709
10/24/2024 1:16:00 am,1187.72505,1200.0,37.79684
10/24/2024 1:18:00 am,1205.6547,1200.0,39.6918
10/24/2024 1:20:00 am,1205.1396,1200.0,38.03617
10/24/2024 1:22:00 am,1213.40295,1200.0,35.0066
10/24/2024 1:24:00 am,1181.9055,1200.0,36.93865
10/24/2024 1:28:00 am,1193.62815,1200.0,40.0555
10/24/2024 1:30:00 am,1175.2312499999998,1200.0,34.98455
10/24/2024 1:32:00 am,1187.0019,1200.0,40.05278
10/24/2024 1:34:00 am,1216.6032,1200.0,35.03526
10/24/2024 1:38:00 am,1229.7969,1200.0,35.03354
10/24/2024 1:40:00 am,1187.57475,1200.0,38.69313
10/24/2024 1:42:00 am,1210.29135,1200.0,38.428895
10/24/2024 1:44:00 am,1198.92285,1200.0,34.89521
10/24/2024 1:46:00 am,1199.78175,1200.0,35.40375
10/24/2024 1:48:00 am,1190.7972,1200.0,36.42225
10/24/2024 1:52:00 am,1188.86595,1200.0,38.20319
10/24/2024 1:54:00 am,1202.0595,1200.0,39.55099
10/24/2024 1:56:00 am,1196.48115,1200.0,39.94433
10/24/2024 1:58:00 am,1237.34745,1200.0,36.89073
10/24/2024 2:00:00 am,1176.04845,1200.0,37.42443
10/24/2024 2:02:00 am,1223.61735,1200.0,35.97588
10/24/2024 2:04:00 am,1159.24785,1200.0,
10/24/2024 2:06:00 am,1192.135875,1200.0,37.313715
10/24/2024 2:08:00 am,1229.4106499999998,1200.0,37.73269
10/24/2024 2:10:00 am,1179.60435,1200.0,37.45401
10/24/2024 2:12:00 am,1193.59605,1200.0,39.79374
10/24/2024 2:16:00 am,1212.08835,1200.0,38.38998
10/24/2024 2:18:00 am,1219.7499,1200.0,36.25674
10/24/2024 2:20:00 am,1192.93965,1200.0,35.3972
10/24/2024 2:22:00 am,1193.57475,1200.0,38.707875
10/24/2024 2:24:00 am,1201.9416,1200.0,39.41817
10/24/2024 2:26:00 am,1197.30585,1200.0,39.63073
10/24/2024 2:28:00 am,1236.0147000000002,1200.0,39.98077
10/24/2024 2:30:00 am,1177.20825,1200.0,38.03943
10/24/2024 2:32:00 am,1242.23775,1200.0,39.1883
10/24/2024 2:34:00 am,1189.8225,1200.0,37.40711
10/24/2024 2:38:00 am,1206.36915,1200.0,39.81625
10/24/2024 2:40:00 am,1207.36215,1200.0,38.79212
10/24/2024 2:42:00 am,1207.9092,1200.0,37.38686
10/24/2024 2:44:00 am,1211.40585,1200.0,35.73394
10/24/2024 2:46:00 am,1189.37325,1200.0,36.499195
10/24/2024 2:48:00 am,1202.4078,1200.0,39.86
10/24/2024 2:50:00 am,1197.37815,1200.0,39.88578
10/24/2024 2:52:00 am,1193.8881,1200.0,40.12458
10/24/2024 2:54:00 am,1199.8731,1200.0,37.469875
10/24/2024 2:56:00 am,1221.8634,1200.0,36.63781
10/24/2024 2:58:00 am,1158.98115,1200.0,37.71055
10/24/2024 3:02:00 am,1229.63985,1200.0,36.82157
10/24/2024 3:04:00 am,1176.1673999999998,1200.0,36.94622
10/24/2024 3:06:00 am,1203.4915500000002,1200.0,39.40543
10/24/2024 3:08:00 am,1212.72045,1200.0,37.22689
10/24/2024 3:10:00 am,1209.39225,1200.0,35.04641
10/24/2024 3:12:00 am,1187.7504,1200.0,37.35579
10/24/2024 3:14:00 am,1197.3643499999998,1200.0,39.86328
10/24/2024 3:16:00 am,1198.908,1200.0,39.99899
10/24/2024 3:18:00 am,1206.395325,1200.0,37.67992
10/24/2024 3:20:00 am,1211.844,1200.0,40.20731
10/24/2024 3:22:00 am,1173.43725,1200.0,35.48224
10/24/2024 3:26:00 am,1176.9699,1200.0,39.7601
10/24/2024 3:28:00 am,1199.1663,1200.0,40.19798
10/24/2024 3:30:00 am,1202.44635,1200.0,40.03216
10/24/2024 3:32:00 am,1200.43905,1200.0,39.57021
10/24/2024 3:34:00 am,1204.964775,1200.0,38.44413
10/24/2024 3:36:00 am,1199.80485,1200.0,37.47193
10/24/2024 3:38:00 am,1199.5884,1200.0,37.26657
10/24/2024 3:40:00 am,1199.18325,1200.0,37.16993
10/24/2024 3:42:00 am,1196.628,1200.0,37.25799
10/24/2024 3:44:00 am,1195.74795,1200.0,37.35382
10/24/2024 3:46:00 am,1194.75945,1200.0,37.89908
10/24/2024 3:50:00 am,1199.6356500000002,1200.0,38.57968
10/24/2024 3:52:00 am,1206.078975,1200.0,37.861175
10/24/2024 3:54:00 am,1214.35245,1200.0,35.17971
10/24/2024 3:58:00 am,1197.70335,1200.0,36.02712
10/24/2024 4:00:00 am,,1200.0,37.27156
