Time,Inj Gas Meter Volume Instantaneous,Inj Gas Meter Volume Setpoint,Inj Gas Valve Percent Open
10/01/2024 12:00:00 am,1319.2814500000006,1350.0,
10/01/2024 12:05:00 am,1317.91755,1350.0,28.3119
10/01/2024 12:10:00 am,1316.61693,1350.0,
10/01/2024 12:15:00 am,1316.5769249999998,1350.0,
10/01/2024 12:20:00 am,1314.89205,1350.0,
10/01/2024 12:25:00 am,1319.559975,1350.0,
10/01/2024 12:30:00 am,1314.7724500000004,1350.0,
10/01/2024 12:35:00 am,1316.86062,1350.0,
10/01/2024 12:40:00 am,1318.7138749999997,1350.0,
10/01/2024 12:45:00 am,1323.6382875,1350.0,
10/01/2024 12:50:00 am,1328.367525,1350.0,
10/01/2024 12:55:00 am,1328.0085,1350.0,
10/01/2024 1:00:00 am,1330.7658,1350.0,28.3119
10/01/2024 1:05:00 am,1330.608,1350.0,
10/01/2024 1:10:00 am,1326.9111375,1350.0,
10/01/2024 1:15:00 am,1324.9266250000005,1350.0,
10/01/2024 1:20:00 am,1328.1901000000005,1350.0,
10/01/2024 1:25:00 am,1330.04655,1350.0,
10/01/2024 1:30:00 am,1328.691,1350.0,
10/01/2024 1:35:00 am,1332.1044499999994,1350.0,
10/01/2024 1:40:00 am,1331.899849999999,1350.0,
10/01/2024 1:45:00 am,1334.929275,1350.0,
10/01/2024 1:50:00 am,1335.2142250000006,1350.0,
10/01/2024 1:55:00 am,1329.80334,1350.0,
10/01/2024 2:00:00 am,1328.9226,1350.0,
10/01/2024 2:05:00 am,1331.0526,1350.0,28.3119
10/01/2024 2:10:00 am,1330.557225,1350.0,
10/01/2024 2:15:00 am,1331.794725,1350.0,
10/01/2024 2:20:00 am,1331.1055000000006,1350.0,
10/01/2024 2:25:00 am,1329.23952,1350.0,
10/01/2024 2:30:00 am,1333.2706875,1350.0,
10/01/2024 2:35:00 am,1331.4706125,1350.0,
10/01/2024 2:40:00 am,1332.4436749999995,1350.0,
10/01/2024 2:45:00 am,1335.16371,1350.0,
10/01/2024 2:50:00 am,1332.81255,1350.0,
